username,date,text,remove_user,remove_http,tweet_clean,Tweet
fajaronline,2023-01-09 10:51:55,"Ricky Rizal Menolak Bersalah dalam Kasus Pembunuhan Brigadir J, hanya Merasa Sedih https://t.co/XcKP2eWetr #BrigadirJ #RickyRizal","Ricky Rizal Menolak Bersalah dalam Kasus Pembunuhan Brigadir J, hanya Merasa Sedih https://t.co/XcKP2eWetr #BrigadirJ #RickyRizal","Ricky Rizal Menolak Bersalah dalam Kasus Pembunuhan Brigadir J, hanya Merasa Sedih https://t.co/XcKPeWetr BrigadirJ RickyRizal","['ricky', 'rizal', 'tolak', 'salah', 'bunuh', 'brigadir', 'j', 'sedih']",ricky rizal tolak salah bunuh brigadir j sedih
magalitorre02,2023-01-14 04:19:13,"""RR bisa menolak saat #ferdysambo menawarkan dia utk menembak Alm.#brigadirJ . Lantas kenapa RE tdk bisa? Yang tau kebenaran hal in kani hanya FS dan RR &amp; dua2nya PEMBOHONG!!!
 https://t.co/JIujlM0ZCW","""RR bisa menolak saat #ferdysambo menawarkan dia utk menembak Alm.#brigadirJ . Lantas kenapa RE tdk bisa? Yang tau kebenaran hal in kani hanya FS dan RR &amp; dua2nya PEMBOHONG!!!
 https://t.co/JIujlM0ZCW","""RR bisa menolak saat ferdysambo menawarkan dia utk menembak Alm.brigadirJ . Lantas kenapa RE tdk bisa? Yang tau kebenaran hal in kani hanya FS dan RR &amp; duanya PEMBOHONG!!!
 https://t.co/JIujlMZCW","['rr', 'tolak', 'ferdysambo', 'tawar', 'utk', 'tembak', 'alm brigadirj', 'lantas', 're', 'tdk', 'tau', 'benar', 'in', 'kan', 'fs', 'rr', 'dua', 'bohong']",rr tolak ferdysambo tawar utk tembak alm brigadirj lantas re tdk tau benar in kan fs rr dua bohong
okezonenews,2023-01-09 08:10:30,"Saking banyaknya uang, Ricky Rizal ngaku pernah diberi uang banyak oleh Ferdy Sambo. Segini jumlahnya! 
#LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional #FerdySambo #RickyRizal #Uang #Sultan 
https://t.co/S523T1Ak3K","Saking banyaknya uang, Ricky Rizal ngaku pernah diberi uang banyak oleh Ferdy Sambo. Segini jumlahnya! 
#LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional #FerdySambo #RickyRizal #Uang #Sultan 
https://t.co/S523T1Ak3K","Saking banyaknya uang, Ricky Rizal ngaku pernah diberi uang banyak oleh Ferdy Sambo. Segini jumlahnya! 
LengkapCepatBeritanya BeritaTerkini Berita News BeritaNasional FerdySambo RickyRizal Uang Sultan 
https://t.co/STAkK","['saking', 'banyak', 'uang', 'ricky', 'rizal', 'ngaku', 'uang', 'ferdy', 'sambo', 'gin', 'lengkapcepatberitanya', 'beritaterkini', 'berita', 'news', 'beritanasional', 'ferdysambo', 'rickyrizal', 'uang', 'sultan']",saking banyak uang ricky rizal ngaku uang ferdy sambo gin lengkapcepatberitanya beritaterkini berita news beritanasional ferdysambo rickyrizal uang sultan
Shamsul_jabejo,2023-01-12 16:01:58,Saking cantikny putri Candra Wati saat menangis di per sidangan melebihi cantikny Mak Lampir #fs #ferdisambo #pc #PutriCandrawathi,Saking cantikny putri Candra Wati saat menangis di per sidangan melebihi cantikny Mak Lampir #fs #ferdisambo #pc #PutriCandrawathi,Saking cantikny putri Candra Wati saat menangis di per sidangan melebihi cantikny Mak Lampir fs ferdisambo pc PutriCandrawathi,"['saking', 'cantikny', 'putri', 'candra', 'wati', 'menang', 'sidang', 'lebih', 'cantikny', 'mak', 'lampir', 'fs', 'ferdisambo', 'pc', 'putricandrawathi']",saking cantikny putri candra wati menang sidang lebih cantikny mak lampir fs ferdisambo pc putricandrawathi
antaranews,2023-01-10 12:19:55,"""Rasa bersalah dan penyesalan juga saya sampaikan kepada Kapolri dan institusi Polri serta rekan sejawat yang sudah terlibat dalam cerita yang tidak benar yang saya sampaikan di Duren Tiga itu,"" kata Ferdy.

#FerdySambo #BrigadirJ
https://t.co/3uSmpM7UsR","""Rasa bersalah dan penyesalan juga saya sampaikan kepada Kapolri dan institusi Polri serta rekan sejawat yang sudah terlibat dalam cerita yang tidak benar yang saya sampaikan di Duren Tiga itu,"" kata Ferdy.

#FerdySambo #BrigadirJ
https://t.co/3uSmpM7UsR","""Rasa bersalah dan penyesalan juga saya sampaikan kepada Kapolri dan institusi Polri serta rekan sejawat yang sudah terlibat dalam cerita yang tidak benar yang saya sampaikan di Duren Tiga itu,"" kata Ferdy.

FerdySambo BrigadirJ
https://t.co/uSmpMUsR","['salah', 'sesal', 'kapolri', 'institusi', 'polri', 'rekan', 'jawat', 'libat', 'cerita', 'duren', 'ferdy', 'ferdysambo', 'brigadirj']",salah sesal kapolri institusi polri rekan jawat libat cerita duren ferdy ferdysambo brigadirj
giberakata,2023-01-10 11:12:03,Sambo Menyesal Tak Lakukan Visum Pada Istrinya https://t.co/KFL3tkgfCO #BrigadirJ #FerdySambo #SidangBrigadirJ #Pembunuhan,Sambo Menyesal Tak Lakukan Visum Pada Istrinya https://t.co/KFL3tkgfCO #BrigadirJ #FerdySambo #SidangBrigadirJ #Pembunuhan,Sambo Menyesal Tak Lakukan Visum Pada Istrinya https://t.co/KFLtkgfCO BrigadirJ FerdySambo SidangBrigadirJ Pembunuhan,"['sambo', 'sesal', 'laku', 'visum', 'istri']",sambo sesal laku visum istri
tribunjambiku,2023-01-12 07:14:16,"Samuel Hutabarat Sebut Tangisan Sambo dan Putri Candrawati di Ruang Sidang untuk Tutupi Kebohongan
 
https://t.co/zCF4GJsqig via @tribunjambiku 

#samuelhutabarat #ferdysambo #putricandrawathi","Samuel Hutabarat Sebut Tangisan Sambo dan Putri Candrawati di Ruang Sidang untuk Tutupi Kebohongan
 
https://t.co/zCF4GJsqig via  

#samuelhutabarat #ferdysambo #putricandrawathi","Samuel Hutabarat Sebut Tangisan Sambo dan Putri Candrawati di Ruang Sidang untuk Tutupi Kebohongan
 
https://t.co/zCFGJsqig via  

samuelhutabarat ferdysambo putricandrawathi","['samuel', 'hutabarat', 'tangis', 'sambo', 'putri', 'candrawati', 'ruang', 'sidang', 'tutup', 'bohong', 'samuelhutabarat', 'ferdysambo', 'putricandrawathi']",samuel hutabarat tangis sambo putri candrawati ruang sidang tutup bohong samuelhutabarat ferdysambo putricandrawathi
disway_id,2023-01-11 07:10:30,"Kesatuan Baru Brigadir J Diungkap Putri Candrawathi: Sudah Tidak di Brimob Lagi

#putricandrawathi #sidanglanjutan #brigadirJ

https://t.co/pfYajyhUp8","Kesatuan Baru Brigadir J Diungkap Putri Candrawathi: Sudah Tidak di Brimob Lagi

#putricandrawathi #sidanglanjutan #brigadirJ

https://t.co/pfYajyhUp8","Kesatuan Baru Brigadir J Diungkap Putri Candrawathi: Sudah Tidak di Brimob Lagi

putricandrawathi sidanglanjutan brigadirJ

https://t.co/pfYajyhUp","['satu', 'brigadir', 'j', 'ungkap', 'putri', 'candrawathi', 'brimob', 'putricandrawathi', 'sidanglanjutan', 'brigadirj']",satu brigadir j ungkap putri candrawathi brimob putricandrawathi sidanglanjutan brigadirj
Metro_TV,2023-01-09 08:00:43,"“Tapi saudara masih sempat mendengar suaranya Romer? Dan mencari, menoleh, untuk melihat Romer?” tanya hakim.

#SidangFerdySambo #BrigadirJ  #FerdySambo #RickyRizal","“Tapi saudara masih sempat mendengar suaranya Romer? Dan mencari, menoleh, untuk melihat Romer?” tanya hakim.

#SidangFerdySambo #BrigadirJ  #FerdySambo #RickyRizal","“Tapi saudara masih sempat mendengar suaranya Romer? Dan mencari, menoleh, untuk melihat Romer?” tanya hakim.

SidangFerdySambo BrigadirJ  FerdySambo RickyRizal","['', 'saudara', 'dengar', 'suara', 'romer', 'cari', 'toleh', 'romer', '', 'hakim', 'sidangferdysambo', 'brigadirj', 'ferdysambo', 'rickyrizal']",saudara dengar suara romer cari toleh romer hakim sidangferdysambo brigadirj ferdysambo rickyrizal
ryolandafit,2023-01-09 11:41:52,"“Ke saudara 500 juta, ke Eliezer seinget saudara satu miliar, kepada Kuat 500 juga” ucap Hakim.

#SidangFerdySambo
#RickyRizal #KuatMaruf 
#BrigadirJ #FerdySambo","“Ke saudara 500 juta, ke Eliezer seinget saudara satu miliar, kepada Kuat 500 juga” ucap Hakim.

#SidangFerdySambo
#RickyRizal #KuatMaruf 
#BrigadirJ #FerdySambo","“Ke saudara  juta, ke Eliezer seinget saudara satu miliar, kepada Kuat  juga” ucap Hakim.

SidangFerdySambo
RickyRizal KuatMaruf 
BrigadirJ FerdySambo","['', 'saudara', 'juta', 'eliezer', 'seinget', 'saudara', 'miliar', 'kuat', '', 'hakim', 'sidangferdysambo', 'rickyrizal', 'kuatmaruf', 'brigadirj', 'ferdysambo']",saudara juta eliezer seinget saudara miliar kuat hakim sidangferdysambo rickyrizal kuatmaruf brigadirj ferdysambo
heraldindo,2023-01-11 05:32:53,"Sedianya, Rabu, 11 Januari 2023, terdakwa Richard Eliezer Pudhiang Lumiu, dituntut hari ini. Namun, pembacaan tuntutan ditunda hingga pekan depan.
#PutriCandrawathi
#RichardPudhiangLumiu https://t.co/dYF9qpH99X","Sedianya, Rabu, 11 Januari 2023, terdakwa Richard Eliezer Pudhiang Lumiu, dituntut hari ini. Namun, pembacaan tuntutan ditunda hingga pekan depan.
#PutriCandrawathi
#RichardPudhiangLumiu https://t.co/dYF9qpH99X","Sedianya, Rabu,  Januari , terdakwa Richard Eliezer Pudhiang Lumiu, dituntut hari ini. Namun, pembacaan tuntutan ditunda hingga pekan depan.
PutriCandrawathi
RichardPudhiangLumiu https://t.co/dYFqpHX","['sedia', 'rabu', 'januari', 'dakwa', 'richard', 'eliezer', 'pudhiang', 'lumiu', 'tuntut', 'baca', 'tuntut', 'tunda', 'pekan', 'putricandrawathi', 'richardpudhianglumiu']",sedia rabu januari dakwa richard eliezer pudhiang lumiu tuntut baca tuntut tunda pekan putricandrawathi richardpudhianglumiu
wagesyahputra,2023-01-11 11:11:00,"Tampak terlihat menyedihkan, Ferdy Sambo menangis ketika menceritakan tentang karirnya yang kini kandas. 

Kenapa cuman dipegang ya tisunya? 😥

#SidangFerdySambo #SidangFerdySamboCS #BrigadirJ #breakingnewsmetrotv https://t.co/OmtWhr9rjI","Tampak terlihat menyedihkan, Ferdy Sambo menangis ketika menceritakan tentang karirnya yang kini kandas. 

Kenapa cuman dipegang ya tisunya? 😥

#SidangFerdySambo #SidangFerdySamboCS #BrigadirJ #breakingnewsmetrotv https://t.co/OmtWhr9rjI","Tampak terlihat menyedihkan, Ferdy Sambo menangis ketika menceritakan tentang karirnya yang kini kandas. 

Kenapa cuman dipegang ya tisunya? 😥

SidangFerdySambo SidangFerdySamboCS BrigadirJ breakingnewsmetrotv https://t.co/OmtWhrrjI","['sedih', 'ferdy', 'sambo', 'menang', 'cerita', 'karirnya', 'kandas', 'cuman', 'pegang', 'ya', 'tisu', '', 'sidangferdysambo', 'sidangferdysambocs', 'brigadirj', 'breakingnewsmetrotv']",sedih ferdy sambo menang cerita karirnya kandas cuman pegang ya tisu sidangferdysambo sidangferdysambocs brigadirj breakingnewsmetrotv
ryolandafit,2023-01-09 11:39:17,"Ikut sedih juga gak nih guys?🥲

""Bapak ngomong, ceritakan saja semua, yang bohong-bohong dicabut. Kamu siap ya Uat,"" kata Kuat menirukan ucapan Sambo di Pengadilan Negeri Jakarta Selatan, Senin, (9/1).

#SidangFerdySambo 
#KuatMaruf #FerdySambo
#BrigadirJ #Bareskim https://t.co/Ajzz3LPe4c","Ikut sedih juga gak nih guys?🥲

""Bapak ngomong, ceritakan saja semua, yang bohong-bohong dicabut. Kamu siap ya Uat,"" kata Kuat menirukan ucapan Sambo di Pengadilan Negeri Jakarta Selatan, Senin, (9/1).

#SidangFerdySambo 
#KuatMaruf #FerdySambo
#BrigadirJ #Bareskim https://t.co/Ajzz3LPe4c","Ikut sedih juga gak nih guys?🥲

""Bapak ngomong, ceritakan saja semua, yang bohong-bohong dicabut. Kamu siap ya Uat,"" kata Kuat menirukan ucapan Sambo di Pengadilan Negeri Jakarta Selatan, Senin, (/).

SidangFerdySambo 
KuatMaruf FerdySambo
BrigadirJ Bareskim https://t.co/AjzzLPec","['sedih', 'gak', 'nih', 'guys', '', 'ngomong', 'cerita', 'bohong', 'cabut', 'ya', 'uat', 'kuat', 'tiru', 'ucap', 'sambo', 'adil', 'negeri', 'jakarta', 'selatan', 'senin', 'sidangferdysambo', 'kuatmaruf', 'ferdysambo', 'brigadirj', 'bareskim']",sedih gak nih guys ngomong cerita bohong cabut ya uat kuat tiru ucap sambo adil negeri jakarta selatan senin sidangferdysambo kuatmaruf ferdysambo brigadirj bareskim
wahananewsdotco,2023-01-09 09:57:33,"Sentil Kuat Ma’ruf di Sidang, Hakim: Banyak Lupa Saudara Ya https://t.co/9tnucRFKWP #PembunuhanBrigadirJ #BrigadirJ #BrigadirYosua #Sidang","Sentil Kuat Ma’ruf di Sidang, Hakim: Banyak Lupa Saudara Ya https://t.co/9tnucRFKWP #PembunuhanBrigadirJ #BrigadirJ #BrigadirYosua #Sidang","Sentil Kuat Ma’ruf di Sidang, Hakim: Banyak Lupa Saudara Ya https://t.co/tnucRFKWP PembunuhanBrigadirJ BrigadirJ BrigadirYosua Sidang","['sentil', 'kuat', 'ma', '', 'ruf', 'sidang', 'hakim', 'lupa', 'saudara', 'ya']",sentil kuat ma ruf sidang hakim lupa saudara ya
SylvinaFitri,2023-01-13 19:10:55,"Serial ini seru banget, kalian harus tonton
#Obstructionofjustice
#Brigadirjoshua
#beritaViral
#beritaterkini
#hukum
#hukumonline
#ferdisambo
#BreakingNews
#Breaking_News
#NewsUpdate
#news
#Duniadalamberita

https://t.co/mVO64WUxHT","Serial ini seru banget, kalian harus tonton
#Obstructionofjustice
#Brigadirjoshua
#beritaViral
#beritaterkini
#hukum
#hukumonline
#ferdisambo
#BreakingNews
#Breaking_News
#NewsUpdate
#news
#Duniadalamberita

https://t.co/mVO64WUxHT","Serial ini seru banget, kalian harus tonton
Obstructionofjustice
Brigadirjoshua
beritaViral
beritaterkini
hukum
hukumonline
ferdisambo
BreakingNews
Breaking_News
NewsUpdate
news
Duniadalamberita

https://t.co/mVOWUxHT","['serial', 'seru', 'banget', 'tonton', 'obstructionofjustice', 'brigadirjoshua', 'beritaviral', 'beritaterkini', 'hukum', 'hukumonline', 'ferdisambo', 'breakingnews', 'breaking news', 'newsupdate', 'news', 'duniadalamberita']",serial seru banget tonton obstructionofjustice brigadirjoshua beritaviral beritaterkini hukum hukumonline ferdisambo breakingnews breaking news newsupdate news duniadalamberita
Metro_TV,2023-01-09 08:00:30,"Katanya shock tapi malah nyariin Romer? 🤔 

Agenda persidangan kali ini adalah pemeriksaan #RickyRizal sebagai terdakwa. #RickyRizal didakwa Pasal 340 KUHP subsider Pasal 338 KUHP jo Pasal 55 Ayat (1) ke-1 KUHP jo Pasal 56 ke-1 KUHP.

#SidangFerdySambo
#BrigadirJ
#FerdySambo https://t.co/7LyWZ2wa8B","Katanya shock tapi malah nyariin Romer? 🤔 

Agenda persidangan kali ini adalah pemeriksaan #RickyRizal sebagai terdakwa. #RickyRizal didakwa Pasal 340 KUHP subsider Pasal 338 KUHP jo Pasal 55 Ayat (1) ke-1 KUHP jo Pasal 56 ke-1 KUHP.

#SidangFerdySambo
#BrigadirJ
#FerdySambo https://t.co/7LyWZ2wa8B","Katanya shock tapi malah nyariin Romer? 🤔 

Agenda persidangan kali ini adalah pemeriksaan RickyRizal sebagai terdakwa. RickyRizal didakwa Pasal  KUHP subsider Pasal  KUHP jo Pasal  Ayat () ke- KUHP jo Pasal  ke- KUHP.

SidangFerdySambo
BrigadirJ
FerdySambo https://t.co/LyWZwaB","['shock', 'nyariin', 'romer', '', 'agenda', 'sidang', 'kali', 'periksa', 'rickyrizal', 'dakwa', 'rickyrizal', 'dakwa', 'pasal', 'kuhp', 'subsider', 'pasal', 'kuhp', 'jo', 'pasal', 'ayat', 'kuhp', 'jo', 'pasal', 'kuhp', 'sidangferdysambo', 'brigadirj', 'ferdysambo']",shock nyariin romer agenda sidang kali periksa rickyrizal dakwa rickyrizal dakwa pasal kuhp subsider pasal kuhp jo pasal ayat kuhp jo pasal kuhp sidangferdysambo brigadirj ferdysambo
magalitorre02,2023-01-14 01:54:56,"Benar juga.
Pertama si #ferdysambo  jengkel krn RR, RE, and KM ngga bisa ""jaga"" ibu #PutriCandrawathi . Lantas kenapa setlh adanya peristiwa penembakkan thd #brigadirJ FS malah mau memberikan uang kpd ke tiga orang itu? Kenapa dia malah me-reward pekerjaan buruk ke tiga org tsb?","Benar juga.
Pertama si #ferdysambo  jengkel krn RR, RE, and KM ngga bisa ""jaga"" ibu #PutriCandrawathi . Lantas kenapa setlh adanya peristiwa penembakkan thd #brigadirJ FS malah mau memberikan uang kpd ke tiga orang itu? Kenapa dia malah me-reward pekerjaan buruk ke tiga org tsb?","Benar juga.
Pertama si ferdysambo  jengkel krn RR, RE, and KM ngga bisa ""jaga"" ibu PutriCandrawathi . Lantas kenapa setlh adanya peristiwa penembakkan thd brigadirJ FS malah mau memberikan uang kpd ke tiga orang itu? Kenapa dia malah me-reward pekerjaan buruk ke tiga org tsb?","['si', 'ferdysambo', 'jengkel', 'krn', 'rr', 're', 'and', 'km', 'ngga', 'jaga', 'putricandrawathi', 'lantas', 'setlh', 'peristiwa', 'tembak', 'thd', 'brigadirj', 'fs', 'uang', 'kpd', 'orang', 'me-reward', 'kerja', 'buruk', 'org', 'tsb']",si ferdysambo jengkel krn rr re and km ngga jaga putricandrawathi lantas setlh peristiwa tembak thd brigadirj fs uang kpd orang me-reward kerja buruk org tsb
mediadigitalcpp,2023-01-11 05:31:40,"Sidang pembacaan tuntutan kasus pembunuhan berencana terhadap Brigadir Nofriansyah Yosua Hutabarat dengan terdakwa Bharada Richard Eliezer ditunda. https://t.co/n5dRn47guj
#sambo #brigadirj #news #update #trending #viral #putricandrawati #durentiga #bharadae #richardeliezer https://t.co/4J8HczysPX","Sidang pembacaan tuntutan kasus pembunuhan berencana terhadap Brigadir Nofriansyah Yosua Hutabarat dengan terdakwa Bharada Richard Eliezer ditunda. https://t.co/n5dRn47guj
#sambo #brigadirj #news #update #trending #viral #putricandrawati #durentiga #bharadae #richardeliezer https://t.co/4J8HczysPX","Sidang pembacaan tuntutan kasus pembunuhan berencana terhadap Brigadir Nofriansyah Yosua Hutabarat dengan terdakwa Bharada Richard Eliezer ditunda. https://t.co/ndRnguj
sambo brigadirj news update trending viral putricandrawati durentiga bharadae richardeliezer https://t.co/JHczysPX","['sidang', 'baca', 'tuntut', 'bunuh', 'rencana', 'brigadir', 'nofriansyah', 'yosua', 'hutabarat', 'dakwa', 'bharada', 'richard', 'eliezer', 'tunda', 'sambo', 'brigadirj', 'news', 'update', 'trending', 'viral', 'putricandrawati', 'durentiga', 'bharadae', 'richardeliezer']",sidang baca tuntut bunuh rencana brigadir nofriansyah yosua hutabarat dakwa bharada richard eliezer tunda sambo brigadirj news update trending viral putricandrawati durentiga bharadae richardeliezer
heraldindo,2023-01-11 06:52:54,"Sidang kasus pembunuhan Brigadir Yosua dengan terdakwa Putri Candrawathi, kembali digelar di Pengadilan Negeri Jakarta Selatan, Rabu, 11 Januari 2023.
#PutriCandrawathi https://t.co/Y1lvY3d26y","Sidang kasus pembunuhan Brigadir Yosua dengan terdakwa Putri Candrawathi, kembali digelar di Pengadilan Negeri Jakarta Selatan, Rabu, 11 Januari 2023.
#PutriCandrawathi https://t.co/Y1lvY3d26y","Sidang kasus pembunuhan Brigadir Yosua dengan terdakwa Putri Candrawathi, kembali digelar di Pengadilan Negeri Jakarta Selatan, Rabu,  Januari .
PutriCandrawathi https://t.co/YlvYdy","['sidang', 'bunuh', 'brigadir', 'yosua', 'dakwa', 'putri', 'candrawathi', 'gelar', 'adil', 'negeri', 'jakarta', 'selatan', 'rabu', 'januari', 'putricandrawathi']",sidang bunuh brigadir yosua dakwa putri candrawathi gelar adil negeri jakarta selatan rabu januari putricandrawathi
ryolandafit,2023-01-11 17:37:29,"Sidang kasus pembunuhan #BrigadirJ kembali digelar, Rabu (11/1/2023). Sidang beragendakan pemeriksaan #PutriCandrawathi sebagai terdakwa. 

Dalam persidangan tersebut, Putri Candrawathi ungkapkan latar pekerjaan dan pendidikan yang sempat ia jalani. 

#BreakingNewsMetroTV https://t.co/kFuRbsu7RD","Sidang kasus pembunuhan #BrigadirJ kembali digelar, Rabu (11/1/2023). Sidang beragendakan pemeriksaan #PutriCandrawathi sebagai terdakwa. 

Dalam persidangan tersebut, Putri Candrawathi ungkapkan latar pekerjaan dan pendidikan yang sempat ia jalani. 

#BreakingNewsMetroTV https://t.co/kFuRbsu7RD","Sidang kasus pembunuhan BrigadirJ kembali digelar, Rabu (//). Sidang beragendakan pemeriksaan PutriCandrawathi sebagai terdakwa. 

Dalam persidangan tersebut, Putri Candrawathi ungkapkan latar pekerjaan dan pendidikan yang sempat ia jalani. 

BreakingNewsMetroTV https://t.co/kFuRbsuRD","['sidang', 'bunuh', 'brigadirj', 'gelar', 'rabu', 'sidang', 'agenda', 'periksa', 'putricandrawathi', 'dakwa', 'sidang', 'putri', 'candrawathi', 'ungkap', 'latar', 'kerja', 'didik', 'jalan', 'breakingnewsmetrotv']",sidang bunuh brigadirj gelar rabu sidang agenda periksa putricandrawathi dakwa sidang putri candrawathi ungkap latar kerja didik jalan breakingnewsmetrotv
OfficialiNewsTV,2023-01-11 16:30:01,"Persidangan kasus pembunuhan Yosua, dengan agenda pemeriksaan terdakwa hakim ketua Wahyu Imam Santoso kembali mencecar sikap Sambo saat mengetahui istrinya menjadi korban seksual. BEL

#iNews #update #Sidang #FerdySambo #Polri #BrigadirJ #Skenario #KasusPembunuhan https://t.co/nCeflae6eO","Persidangan kasus pembunuhan Yosua, dengan agenda pemeriksaan terdakwa hakim ketua Wahyu Imam Santoso kembali mencecar sikap Sambo saat mengetahui istrinya menjadi korban seksual. BEL

#iNews #update #Sidang #FerdySambo #Polri #BrigadirJ #Skenario #KasusPembunuhan https://t.co/nCeflae6eO","Persidangan kasus pembunuhan Yosua, dengan agenda pemeriksaan terdakwa hakim ketua Wahyu Imam Santoso kembali mencecar sikap Sambo saat mengetahui istrinya menjadi korban seksual. BEL

iNews update Sidang FerdySambo Polri BrigadirJ Skenario KasusPembunuhan https://t.co/nCeflaeeO","['sidang', 'bunuh', 'yosua', 'agenda', 'periksa', 'dakwa', 'hakim', 'ketua', 'wahyu', 'imam', 'santoso', 'cecar', 'sikap', 'sambo', 'istri', 'korban', 'seksual', 'bel', 'inews', 'update', 'sidang', 'ferdysambo', 'polri', 'brigadirj', 'skenario', 'kasuspembunuhan']",sidang bunuh yosua agenda periksa dakwa hakim ketua wahyu imam santoso cecar sikap sambo istri korban seksual bel inews update sidang ferdysambo polri brigadirj skenario kasuspembunuhan
kompascom,2023-01-13 12:11:51,"Dalam persidangan sebagai terdakwa kasus obstruction of justice kasus kematian Brigadir Yosua, Arif Rachman Arifin menyebut dirinya menyesal saat tahu Yosua masih hidup. &lt; #ArirRachman #BrigadirJ #ObstructionofJustice https://t.co/BdWFX4S51y","Dalam persidangan sebagai terdakwa kasus obstruction of justice kasus kematian Brigadir Yosua, Arif Rachman Arifin menyebut dirinya menyesal saat tahu Yosua masih hidup. &lt; #ArirRachman #BrigadirJ #ObstructionofJustice https://t.co/BdWFX4S51y","Dalam persidangan sebagai terdakwa kasus obstruction of justice kasus kematian Brigadir Yosua, Arif Rachman Arifin menyebut dirinya menyesal saat tahu Yosua masih hidup. &lt; ArirRachman BrigadirJ ObstructionofJustice https://t.co/BdWFXSy","['sidang', 'dakwa', 'obstruction', 'of', 'justice', 'mati', 'brigadir', 'yosua', 'arif', 'rachman', 'arifin', 'sebut', 'sesal', 'yosua', 'hidup', 'arirrachman', 'brigadirj', 'obstructionofjustice']",sidang dakwa obstruction of justice mati brigadir yosua arif rachman arifin sebut sesal yosua hidup arirrachman brigadirj obstructionofjustice
tribunjambiku,2023-01-10 04:22:55,"Sidang Hari Ini, Ferdy Sambo Diperiksa Sebagai Terdakwa Pembunuhan Berencana Brigadir Yosua
 
https://t.co/yyz2swNAqP via @tribunjambiku 

#ferdysambo #brigadirJ #sidangsambo","Sidang Hari Ini, Ferdy Sambo Diperiksa Sebagai Terdakwa Pembunuhan Berencana Brigadir Yosua
 
https://t.co/yyz2swNAqP via  

#ferdysambo #brigadirJ #sidangsambo","Sidang Hari Ini, Ferdy Sambo Diperiksa Sebagai Terdakwa Pembunuhan Berencana Brigadir Yosua
 
https://t.co/yyzswNAqP via  

ferdysambo brigadirJ sidangsambo","['sidang', 'ferdy', 'sambo', 'periksa', 'dakwa', 'bunuh', 'rencana', 'brigadir', 'yosua', 'ferdysambo', 'brigadirj', 'sidangsambo']",sidang ferdy sambo periksa dakwa bunuh rencana brigadir yosua ferdysambo brigadirj sidangsambo
alineadotid,2023-01-11 09:05:15,"Ada apa di sidang #ferdysambo hari ini? 

Sidang diwarnai dengan curhat #PutriCandrawathi. Jangan sampai ketinggalan update-nya:

Putri menangis di sidang. “Sudah jangan nangis ya. Lama-lama hakimnya jadi ikut nangis,” kata hakim. https://t.co/D4jqibPFc4","Ada apa di sidang #ferdysambo hari ini? 

Sidang diwarnai dengan curhat #PutriCandrawathi. Jangan sampai ketinggalan update-nya:

Putri menangis di sidang. “Sudah jangan nangis ya. Lama-lama hakimnya jadi ikut nangis,” kata hakim. https://t.co/D4jqibPFc4","Ada apa di sidang ferdysambo hari ini? 

Sidang diwarnai dengan curhat PutriCandrawathi. Jangan sampai ketinggalan update-nya:

Putri menangis di sidang. “Sudah jangan nangis ya. Lama-lama hakimnya jadi ikut nangis,” kata hakim. https://t.co/DjqibPFc","['sidang', 'ferdysambo', 'sidang', 'warna', 'curhat', 'putricandrawathi', 'tinggal', 'update-nya', 'putri', 'menang', 'sidang', '', 'nang', 'ya', 'lama', 'hakim', 'nang', '', 'hakim']",sidang ferdysambo sidang warna curhat putricandrawathi tinggal update-nya putri menang sidang nang ya lama hakim nang hakim
kompascom,2023-01-12 05:35:20,"Dalam sidang 10 Januari 2023, Jaksa Penuntut Umum mempertegas arti kata hajar yang diartikan menjadi tembak. / #FerdySambo #PutriCandrawathi #BharadaE #BrigadirJ #RichardEliezer #RickyRizal #JernihMelihatDunia https://t.co/TNC4u0LcVa","Dalam sidang 10 Januari 2023, Jaksa Penuntut Umum mempertegas arti kata hajar yang diartikan menjadi tembak. / #FerdySambo #PutriCandrawathi #BharadaE #BrigadirJ #RichardEliezer #RickyRizal #JernihMelihatDunia https://t.co/TNC4u0LcVa","Dalam sidang  Januari , Jaksa Penuntut Umum mempertegas arti kata hajar yang diartikan menjadi tembak. / FerdySambo PutriCandrawathi BharadaE BrigadirJ RichardEliezer RickyRizal JernihMelihatDunia https://t.co/TNCuLcVa","['sidang', 'januari', 'jaksa', 'tuntut', 'tegas', 'arti', 'hajar', 'arti', 'tembak', 'ferdysambo', 'putricandrawathi', 'bharadae', 'brigadirj', 'richardeliezer', 'rickyrizal', 'jernihmelihatdunia']",sidang januari jaksa tuntut tegas arti hajar arti tembak ferdysambo putricandrawathi bharadae brigadirj richardeliezer rickyrizal jernihmelihatdunia
